Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Homologous recombination	2/41	0.006302929236782231	0.2899347448919826	0	0	18.226190476190474	92.34738283089773	TOPBP1;BRCA2
Human T-cell leukemia virus 1 infection	3/219	0.025711987266186558	0.46877592103806653	0	0	4.981313131313131	18.2355809753094	CHEK1;CANX;CDC16
Cell cycle	2/124	0.050322275693601856	0.46877592103806653	0	0	5.802107728337236	17.344283818432697	CHEK1;CDC16
Protein export	1/23	0.06464901542758433	0.46877592103806653	0	0	15.885167464114833	43.50601712183945	SPCS3
Nicotinate and nicotinamide metabolism	1/30	0.0834964966939316	0.46877592103806653	0	0	12.04658197217181	29.91106798113016	NMNAT1
Circadian rhythm	1/31	0.08615834477824497	0.46877592103806653	0	0	11.644444444444444	28.547152703267713	NPAS2
Base excision repair	1/33	0.09145926840160942	0.46877592103806653	0	0	10.915570175438596	26.10853270693433	PARP4
Ferroptosis	1/40	0.10977561369601414	0.46877592103806653	0	0	8.953216374269006	19.780491994878307	SLC40A1
Glycine, serine and threonine metabolism	1/40	0.10977561369601414	0.46877592103806653	0	0	8.953216374269006	19.780491994878307	PSPH
Intestinal immune network for IgA production	1/48	0.13026448091117324	0.46877592103806653	0	0	7.4262784621127285	15.136154814985696	CCR9
Mineral absorption	1/51	0.1378277224452986	0.46877592103806653	0	0	6.979649122807017	13.831924966135816	SLC40A1
Fanconi anemia pathway	1/54	0.14532631826774292	0.46877592103806653	0	0	6.583581595498179	12.698238337093317	BRCA2
Glycerolipid metabolism	1/61	0.16257468321689628	0.46877592103806653	0	0	5.813450292397661	10.560817244332007	MOGAT1
Arachidonic acid metabolism	1/63	0.16743963828587355	0.46877592103806653	0	0	5.625353706847765	10.053251652185772	LTA4H
p53 signaling pathway	1/72	0.18899042502574082	0.46877592103806653	0	0	4.910056832221398	8.180444014676121	CHEK1
Inositol phosphate metabolism	1/74	0.19370451700308886	0.46877592103806653	0	0	4.775054073540014	7.837875891175932	FIG4
Thyroid hormone synthesis	1/74	0.19370451700308886	0.46877592103806653	0	0	4.775054073540014	7.837875891175932	CANX
Pancreatic cancer	1/75	0.19605145421397846	0.46877592103806653	0	0	4.710289236605026	7.674842280837456	BRCA2
Antigen processing and presentation	1/77	0.20072520568189434	0.46877592103806653	0	0	4.585872576177286	7.3640787564824945	CANX
ECM-receptor interaction	1/82	0.21229307751841459	0.46877592103806653	0	0	4.301711067792939	6.666738118380946	LAMB4
IL-17 signaling pathway	1/93	0.23716632567672022	0.46877592103806653	0	0	3.7852784134248667	5.446991365283311	MAPK6
Small cell lung cancer	1/93	0.23716632567672022	0.46877592103806653	0	0	3.7852784134248667	5.446991365283311	LAMB4
Amoebiasis	1/96	0.24381489891757835	0.46877592103806653	0	0	3.665189289012004	5.172850068462446	LAMB4
Progesterone-mediated oocyte maturation	1/99	0.2504065161532353	0.46877592103806653	0	0	3.552452559971357	4.918973126047551	CDC16
Ribosome biogenesis in eukaryotes	1/101	0.254769522303297	0.46877592103806653	0	0	3.4810526315789474	4.75997736286793	POP4
Toxoplasmosis	1/113	0.28042829211387854	0.48803674833970256	0	0	3.106203007518797	3.949342147043287	LAMB4
Oocyte meiosis	1/125	0.3052183273277664	0.48803674833970256	0	0	2.8039049235993208	3.3274722891319986	CDC16
