Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
One carbon pool by folate	1/20	0.6700054538523436	0.9999960514020884	0	0	0.923764843864536	0.3699395772914494	GART
Antigen processing and presentation	3/77	0.7916910703273893	0.9999960514020884	0	0	0.7107982401005657	0.1660311145821208	HSPA8;HSP90AB1;CTSL
Circadian rhythm	1/31	0.8207433780760715	0.9999960514020884	0	0	0.5847106159083875	0.11550653628095614	CRY1
Proteasome	1/45	0.9175960287981427	0.9999960514020884	0	0	0.39837089558538025	0.03425911660779359	PSMC1
Valine, leucine and isoleucine degradation	1/48	0.9302426432799327	0.9999960514020884	0	0	0.3728836997965191	0.0269631532551576	ACAD8
Spliceosome	4/134	0.9349806340706828	0.9999960514020884	0	0	0.5383755908895573	0.036194701400405614	RNU6-1;HSPA8;RP9;USP39
N-Glycan biosynthesis	1/50	0.9375769086313158	0.9999960514020884	0	0	0.357626058780058	0.023051319991164384	ALG2
Cholesterol metabolism	1/50	0.9375769086313158	0.9999960514020884	0	0	0.357626058780058	0.023051319991164384	MYLIP
Legionellosis	1/55	0.9527161738277949	0.9999960514020884	0	0	0.32442656212386944	0.015714652840484795	HSPA8
Rheumatoid arthritis	2/91	0.9603500370796891	0.9999960514020884	0	0	0.39332108099076896	0.015912763649730967	CTSL;CTSK
Lysosome	3/123	0.9648854473281283	0.9999960514020884	0	0	0.4372558139534884	0.015630099155048306	CTSL;CTSK;AP4B1
Prostate cancer	2/97	0.9700307114188327	0.9999960514020884	0	0	0.3683623557033849	0.011208362791511824	HSP90AB1;PLAU
Adherens junction	1/72	0.981619970400065	0.9999960514020884	0	0	0.24652464461793977	0.0045732888019084745	PARD3
Complement and coagulation cascades	1/79	0.9875467942290493	0.9999960514020884	0	0	0.22431731066828559	0.0028110092220283113	PLAU
RNA degradation	1/79	0.9875467942290493	0.9999960514020884	0	0	0.22431731066828559	0.0028110092220283113	PABPC4
Ribosome	3/153	0.9903123761566744	0.9999960514020884	0	0	0.349246511627907	0.0033998638536872744	RPS6;RPL11;MRPL9
mRNA surveillance pathway	1/91	0.99361219823984	0.9999960514020884	0	0	0.19428453523161043	0.0012450318515516302	PABPC4
IL-17 signaling pathway	1/93	0.9942849587638958	0.9999960514020884	0	0	0.19004077348512374	0.0010892062594649202	HSP90AB1
GnRH signaling pathway	1/93	0.9942849587638958	0.9999960514020884	0	0	0.19004077348512374	0.0010892062594649202	MAP3K4
RNA transport	3/165	0.9943199781557099	0.9999960514020884	0	0	0.3231696813092162	0.0018408438291439748	RNU6-1;PABPC4;EIF1
NF-kappa B signaling pathway	1/95	0.9948868914162242	0.9999960514020884	0	0	0.18597759734487052	9.533630561651008E-4	PLAU
Apelin signaling pathway	2/137	0.995638990483761	0.9999960514020884	0	0	0.25866721740327686	0.001130517090165892	RPS6;NRF1
Estrogen signaling pathway	2/137	0.995638990483761	0.9999960514020884	0	0	0.25866721740327686	0.001130517090165892	HSPA8;HSP90AB1
Progesterone-mediated oocyte maturation	1/99	0.9959072912970058	0.9999960514020884	0	0	0.17834877683663994	7.314273737783394E-4	HSP90AB1
Fluid shear stress and atherosclerosis	2/139	0.9960483370557719	0.9999960514020884	0	0	0.2548639188125797	0.001009131493343807	HSP90AB1;CTSL
HIF-1 signaling pathway	1/100	0.9961288371438255	0.9999960514020884	0	0	0.17653789520084784	6.847331561602065E-4	RPS6
Longevity regulating pathway	1/102	0.9965366050684155	0.9999960514020884	0	0	0.1730237090561424	6.002895579813427E-4	HSPA8
Apoptosis	2/143	0.9967569714214181	0.9999960514020884	0	0	0.24758100661762766	8.042170353797997E-4	CTSL;CTSK
Toll-like receptor signaling pathway	1/104	0.9969014236351862	0.9999960514020884	0	0	0.169645996159775	5.2647716081673E-4	CTSK
Parathyroid hormone synthesis, secretion and action	1/106	0.9972278129030079	0.9999960514020884	0	0	0.16639695804041207	4.619240662619627E-4	NACA
Th17 cell differentiation	1/107	0.9973778776044123	0.9999960514020884	0	0	0.1648184159352499	4.3274165869597146E-4	HSP90AB1
Toxoplasmosis	1/113	0.9981222189003893	0.9999960514020884	0	0	0.1559391165937127	2.930947959672777E-4	HSPA8
Neurotrophin signaling pathway	1/119	0.9986551582515049	0.9999960514020884	0	0	0.14796279684623012	1.9912046921386403E-4	IRAK2
Necroptosis	2/162	0.9987415368535386	0.9999960514020884	0	0	0.21796003717472118	2.7446741399477143E-4	HSP90AB1;CHMP7
Proteoglycans in cancer	3/201	0.9989083570797328	0.9999960514020884	0	0	0.2639041578576462	2.8824646530147913E-4	CTSL;PLAU;RPS6
Protein processing in endoplasmic reticulum	2/165	0.9989173438246186	0.9999960514020884	0	0	0.21391429288206718	2.317210899721015E-4	HSPA8;HSP90AB1
Cell cycle	1/124	0.9989816212609608	0.9999960514020884	0	0	0.14191030489692083	1.4459207460758232E-4	CDKN1C
Osteoclast differentiation	1/127	0.999138044014857	0.9999960514020884	0	0	0.13850938084921371	1.1944047343513801E-4	CTSK
Autophagy	1/128	0.9991846377307833	0.9999960514020884	0	0	0.137411444739324	1.1208580888097752E-4	CTSL
Purine metabolism	1/129	0.9992287056540293	0.9999960514020884	0	0	0.13633066388115134	1.0519164231028274E-4	GART
Insulin signaling pathway	1/137	0.9995052799399164	0.9999960514020884	0	0	0.1282565951171555	6.34668108894873E-5	RPS6
Ubiquitin mediated proteolysis	1/137	0.9995052799399164	0.9999960514020884	0	0	0.1282565951171555	6.34668108894873E-5	UBE2F
Measles	1/138	0.999531962278145	0.9999960514020884	0	0	0.12731363818121438	5.960153414681477E-5	HSPA8
Transcriptional misregulation in cancer	2/186	0.9996242456165483	0.9999960514020884	0	0	0.18928802327460806	7.113917074514358E-5	ETV7;PLAU
mTOR signaling pathway	1/152	0.9997840679819091	0.9999960514020884	0	0	0.11542363814126806	2.492635041467431E-5	RPS6
Phagosome	1/152	0.9997840679819091	0.9999960514020884	0	0	0.11542363814126806	2.492635041467431E-5	CTSL
Endocytosis	3/244	0.999855929883836	0.9999960514020884	0	0	0.21631959857184213	3.1167434896695975E-5	HSPA8;PARD3;CHMP7
Hippo signaling pathway	1/160	0.9998607198373575	0.9999960514020884	0	0	0.1095694422545739	1.526191260337699E-5	PARD3
Tight junction	1/170	0.9999189431367336	0.9999960514020884	0	0	0.10303110217402053	8.351716447650777E-6	PARD3
Influenza A	1/171	0.9999231696669566	0.9999960514020884	0	0	0.10241957507236878	7.869232364716214E-6	HSPA8
NOD-like receptor signaling pathway	1/178	0.9999469708690609	0.9999960514020884	0	0	0.09833236286189405	5.21461801030469E-6	HSP90AB1
Tuberculosis	1/179	0.999949672024973	0.9999960514020884	0	0	0.09777471753622735	4.920927373630906E-6	IRAK2
Axon guidance	1/181	0.9999546410313659	0.9999960514020884	0	0	0.09667801506241618	4.3853145102479635E-6	PARD3
Chemokine signaling pathway	1/190	0.9999712357425309	0.9999960514020884	0	0	0.09203008553054978	2.6472151478770736E-6	PARD3
Huntington disease	1/193	0.9999751492409402	0.9999960514020884	0	0	0.09057760755184154	2.2509502705093967E-6	NRF1
Viral carcinogenesis	1/201	0.9999828653347883	0.9999960514020884	0	0	0.08691736304549676	1.489312676341278E-6	PSMC1
Epstein-Barr virus infection	1/201	0.9999828653347883	0.9999960514020884	0	0	0.08691736304549676	1.489312676341278E-6	PSMC1
Rap1 signaling pathway	1/206	0.9999861923462484	0.9999960514020884	0	0	0.08477478089544127	1.1705489027563259E-6	PARD3
Thermogenesis	1/231	0.9999938801825127	0.9999960514020884	0	0	0.07545920632998264	4.6179798353915077E-7	RPS6
MAPK signaling pathway	2/295	0.9999948541160052	0.9999960514020884	0	0	0.11817881929025464	6.081360594109386E-7	HSPA8;MAP3K4
Pathways in cancer	1/530	0.9999953225630445	0.9999960514020884	0	0	0.03228354334398745	1.5100459185031305E-7	HSP90AB1
Herpes simplex virus 1 infection	1/492	0.9999954279152152	0.9999960514020884	0	0	0.03485392591247847	1.5935546864760522E-7	ZNF34
Human papillomavirus infection	2/330	0.9999957793710891	0.9999960514020884	0	0	0.10536993381086228	4.4472832750140073E-7	PARD3;PSMC1
PI3K-Akt signaling pathway	2/354	0.9999958278947869	0.9999960514020884	0	0	0.09805888813788442	4.0911285182090845E-7	HSP90AB1;RPS6
Neuroactive ligand-receptor interaction	1/338	0.9999959383813526	0.9999960514020884	0	0	0.051205541274393925	2.0797780365438662E-7	PARD3
MicroRNAs in cancer	1/299	0.9999960514020884	0.9999960514020884	0	0	0.05802845338468154	2.2913148222482448E-7	PLAU
