Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
RNA polymerase	2/31	0.004828328046458851	0.3283263071592019	0	0	21.118302387267903	112.62929246148852	POLR2I;POLR3K
Vitamin B6 metabolism	1/6	0.019934732540743783	0.48454822716452345	0	0	60.38787878787879	236.43616149285907	PDXK
Phosphatidylinositol signaling system	2/99	0.04355887234800643	0.48454822716452345	0	0	6.2921490880253765	19.71734182558464	IP6K1;IP6K2
Lysosome	2/123	0.06404225331856202	0.48454822716452345	0	0	5.03801652892562	13.845538515606004	ATP6V0B;CTSF
Other types of O-glycan biosynthesis	1/22	0.07120039504142281	0.48454822716452345	0	0	14.366522366522366	37.96004302786625	LFNG
Oxidative phosphorylation	2/133	0.07336607305716086	0.48454822716452345	0	0	4.651086318261891	12.150003348507113	ATP6V0B;NDUFV3
Renin-angiotensin system	1/23	0.07431529398214161	0.48454822716452345	0	0	13.712809917355372	35.64560614515663	PREP
Circadian rhythm	1/31	0.09886681344336717	0.48454822716452345	0	0	10.052020202020202	23.26019032662989	CRY2
Human papillomavirus infection	3/330	0.09886800863329441	0.48454822716452345	0	0	2.810493119266055	6.5033955393286735	LFNG;ATP6V0B;WNT3A
Pentose and glucuronate interconversions	1/34	0.10790729825957934	0.48454822716452345	0	0	9.13682277318641	20.34297847612108	DHDH
Glycine, serine and threonine metabolism	1/40	0.12572106812860523	0.48454822716452345	0	0	7.7288267288267285	16.027187383614756	SARDH
Porphyrin and chlorophyll metabolism	1/42	0.13158076234596075	0.48454822716452345	0	0	7.351071692535107	14.908961770206236	UROD
Huntington disease	2/193	0.13666123466277239	0.48454822716452345	0	0	3.180346355215465	6.329684826776698	NDUFV3;POLR2I
Ether lipid metabolism	1/47	0.14606127431601792	0.48454822716452345	0	0	6.550395256916996	12.601185698569372	ENPP6
Notch signaling pathway	1/48	0.14892870325533528	0.48454822716452345	0	0	6.4107027724049	12.20782172752252	LFNG
N-Glycan biosynthesis	1/50	0.15463513630999146	0.48454822716452345	0	0	6.148423005565863	11.477180657220888	DOLPP1
Vibrio cholerae infection	1/50	0.15463513630999146	0.48454822716452345	0	0	6.148423005565863	11.477180657220888	ATP6V0B
Cholesterol metabolism	1/50	0.15463513630999146	0.48454822716452345	0	0	6.148423005565863	11.477180657220888	CETP
Glycosaminoglycan biosynthesis	1/53	0.16312418577706625	0.48454822716452345	0	0	5.7928321678321675	10.503815230438663	B4GALT7
Glutathione metabolism	1/56	0.17152924909950798	0.48454822716452345	0	0	5.4760330578512395	9.654254375843077	GPX7
Lysine degradation	1/59	0.17985114468638883	0.48454822716452345	0	0	5.1920062695924765	8.90753962009855	PHYKPL
Arachidonic acid metabolism	1/63	0.19081903327374453	0.48454822716452345	0	0	4.856060606060606	8.043723352024495	GPX7
Basal cell carcinoma	1/63	0.19081903327374453	0.48454822716452345	0	0	4.856060606060606	8.043723352024495	WNT3A
Cytosolic DNA-sensing pathway	1/63	0.19081903327374453	0.48454822716452345	0	0	4.856060606060606	8.043723352024495	POLR3K
Epithelial cell signaling in Helicobacter pylori infection	1/68	0.20432589185632896	0.48454822716452345	0	0	4.492537313432836	7.134324690451876	ATP6V0B
Thyroid hormone synthesis	1/74	0.2202412057690053	0.48454822716452345	0	0	4.122042341220423	6.236781734178085	GPX7
Metabolism of xenobiotics by cytochrome P450	1/74	0.2202412057690053	0.48454822716452345	0	0	4.122042341220423	6.236781734178085	DHDH
PPAR signaling pathway	1/74	0.2202412057690053	0.48454822716452345	0	0	4.122042341220423	6.236781734178085	SLC27A1
Gastric acid secretion	1/75	0.2228630949629938	0.48454822716452345	0	0	4.066134316134316	6.104071157913032	KCNK10
Synaptic vesicle cycle	1/78	0.23067676696907136	0.48454822716452345	0	0	3.9071231798504527	5.7307253569817656	ATP6V0B
Cardiac muscle contraction	1/78	0.23067676696907136	0.48454822716452345	0	0	3.9071231798504527	5.7307253569817656	MYL3
Taste transduction	1/83	0.24352792427844924	0.48454822716452345	0	0	3.667960088691796	5.181080424886056	ENTPD2
Hypertrophic cardiomyopathy (HCM)	1/85	0.2486089680294331	0.48454822716452345	0	0	3.5802669552669553	4.983280582697726	MYL3
ErbB signaling pathway	1/85	0.2486089680294331	0.48454822716452345	0	0	3.5802669552669553	4.983280582697726	NRG2
Insulin secretion	1/86	0.25113686786289574	0.48454822716452345	0	0	3.537967914438503	4.888612632693461	KCNMB4
Dilated cardiomyopathy (DCM)	1/91	0.2636512412512848	0.48454822716452345	0	0	3.3405723905723907	4.453410940878656	MYL3
Rheumatoid arthritis	1/91	0.2636512412512848	0.48454822716452345	0	0	3.3405723905723907	4.453410940878656	ATP6V0B
Melanogenesis	1/101	0.28806515011934997	0.5048225710109218	0	0	3.005	3.739928669254431	WNT3A
Insulin resistance	1/108	0.304678670379657	0.5048225710109218	0	0	2.8074199943358824	3.336611918376091	SLC27A1
Purine metabolism	1/129	0.35226144111252355	0.5048225710109218	0	0	2.344341856060606	2.4460432707487167	ENTPD2
Vascular smooth muscle contraction	1/132	0.3587917237060774	0.5048225710109218	0	0	2.2903076567198704	2.3475956160594764	KCNMB4
Apelin signaling pathway	1/137	0.3695317008446938	0.5048225710109218	0	0	2.205548128342246	2.1956645122139125	MYL3
Signaling pathways regulating pluripotency of stem cells	1/139	0.3737778992397075	0.5048225710109218	0	0	2.1733640755379886	2.138793482186481	WNT3A
Parkinson disease	1/142	0.38009442794697074	0.5048225710109218	0	0	2.1267999140339566	2.0573291912394764	NDUFV3
Apoptosis	1/143	0.3821859577355583	0.5048225710109218	0	0	2.1117157490396927	2.0311495454332995	CTSF
Adrenergic signaling in cardiomyocytes	1/145	0.38634818487522243	0.5048225710109218	0	0	2.082175925925926	1.980183209104384	MYL3
