Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
TNF signaling pathway	6/110	7.963395821252695E-4	0.11743478247551556	0	0	5.9188701923076925	42.23400860042824	CSF1;TRAF3;PIK3CD;TRAF2;PGAM5;FADD
Hepatitis B	7/163	0.001216940751041612	0.11743478247551556	0	0	4.615451738488388	30.97621272454341	STAT5A;DDB1;TGFB1;TRAF3;PIK3CD;FADD;ELK1
MAPK signaling pathway	9/295	0.0027761848121648724	0.1786012229159401	0	0	3.2494172494172493	19.1282719417514	DUSP3;TGFB1;MAPK7;CSF1;MAX;RPS6KA1;TRAF2;ELK1;RASGRP4
RIG-I-like receptor signaling pathway	4/70	0.005135387062025915	0.23289477471578113	0	0	6.165573258356764	32.50243636622285	TRAF3;DHX58;TRAF2;FADD
Pathways in cancer	12/530	0.006708409457231483	0.23289477471578113	0	0	2.401793498567692	12.019519524584839	STAT5A;RASSF1;PLCB3;TGFB1;MAX;TRAF3;PIK3CD;ARHGEF1;TRAF2;FADD;ELK1;RASGRP4
Human cytomegalovirus infection	7/225	0.007240252063703041	0.23289477471578113	0	0	3.2923771554829724	16.225161416208064	PLCB3;TAP2;PIK3CD;ARHGEF1;TRAF2;FADD;ELK1
Osteoclast differentiation	5/127	0.008689126723220216	0.2350985637436132	0	0	4.1790537670941985	19.832463736998292	TGFB1;CSF1;PIK3CD;CYBA;TRAF2
ABC transporters	3/45	0.00999362447732192	0.2350985637436132	0	0	7.238095238095238	33.337276529522526	TAP2;ABCC10;ABCG1
Insulin signaling pathway	5/137	0.01180343226374502	0.2350985637436132	0	0	3.8604961532422672	17.138151196483378	RPTOR;PHKG2;INPPL1;PIK3CD;ELK1
IL-17 signaling pathway	4/93	0.013728517068990803	0.2350985637436132	0	0	4.566894474690143	19.58412256520565	MAPK7;TRAF3;TRAF2;FADD
Small cell lung cancer	4/93	0.013728517068990803	0.2350985637436132	0	0	4.566894474690143	19.58412256520565	TRAF3;MAX;PIK3CD;TRAF2
Viral carcinogenesis	6/201	0.015147764791342638	0.2350985637436132	0	0	3.142147435897436	13.165290757409908	STAT5A;DDB1;TBP;TRAF3;PIK3CD;TRAF2
AGE-RAGE signaling pathway in diabetic complications	4/100	0.017486372614794122	0.2350985637436132	0	0	4.232388316151202	17.125654244050143	STAT5A;PLCB3;TGFB1;PIK3CD
mTOR signaling pathway	5/152	0.017775596327641724	0.2350985637436132	0	0	3.4639244298755774	13.959368665739063	RPTOR;RPS6KA1;DDIT4;PIK3CD;WDR24
Chagas disease (American trypanosomiasis)	4/103	0.01927458056615627	0.2350985637436132	0	0	4.103509320004165	16.204627485969155	PLCB3;TGFB1;PIK3CD;FADD
Other types of O-glycan biosynthesis	2/22	0.01977841494840752	0.2350985637436132	0	0	10.092857142857143	39.595934708889004	B4GALT3;COLGALT1
Lysine degradation	3/59	0.02070816364581049	0.2350985637436132	0	0	5.424725274725275	21.032892807745707	SETD1B;SETD1A;COLGALT1
Non-small cell lung cancer	3/66	0.027729354930768665	0.2973203056465751	0	0	4.82026862026862	17.281934022354477	STAT5A;RASSF1;PIK3CD
AMPK signaling pathway	4/120	0.03151094249203708	0.298435846386901	0	0	3.499111269107714	12.097898728379377	RPTOR;PFKFB3;EEF2K;PIK3CD
NOD-like receptor signaling pathway	5/178	0.03228897973992287	0.298435846386901	0	0	2.9394411333073767	10.09118751126278	PLCB3;TRAF3;CYBA;TRAF2;FADD
B cell receptor signaling pathway	3/71	0.03342472296780239	0.298435846386901	0	0	4.464705882352941	15.173121871466257	INPPL1;PIK3CD;CARD11
Platelet activation	4/124	0.03492327266633233	0.298435846386901	0	0	3.381786941580756	11.344548674513174	PLCB3;ORAI1;PIK3CD;ARHGEF1
Inositol phosphate metabolism	3/74	0.03711119333308614	0.298435846386901	0	0	4.275406283856988	14.082489901925209	PLCB3;INPPL1;PIK3CD
Leishmaniasis	3/74	0.03711119333308614	0.298435846386901	0	0	4.275406283856988	14.082489901925209	TGFB1;CYBA;ELK1
Chronic myeloid leukemia	3/76	0.03967981514445567	0.30632817291519776	0	0	4.157850368809273	13.417019973680777	STAT5A;TGFB1;PIK3CD
Measles	4/138	0.048494517310671836	0.325702059703334	0	0	3.0263117402677335	9.158540936540746	STAT5A;TRAF3;PIK3CD;FADD
Fluid shear stress and atherosclerosis	4/139	0.04956083080995593	0.325702059703334	0	0	3.003741886216113	9.024906076839908	MAPK7;PIK3CD;CYBA;ARHGEF2
Epstein-Barr virus infection	5/201	0.049951410392958084	0.325702059703334	0	0	2.591466638468859	7.765859836070073	TRAF3;TAP2;PIK3CD;TRAF2;FADD
African trypanosomiasis	2/37	0.051793635642599485	0.325702059703334	0	0	5.762973760932945	17.061214671092433	PLCB3;THOP1
Primary immunodeficiency	2/37	0.051793635642599485	0.325702059703334	0	0	5.762973760932945	17.061214671092433	TAP2;ORAI1
ErbB signaling pathway	3/85	0.05231483860519873	0.325702059703334	0	0	3.699812382739212	10.916204780603257	STAT5A;PIK3CD;ELK1
Human immunodeficiency virus 1 infection	5/212	0.06006706631952256	0.3557775745857012	0	0	2.4523791644764836	6.896810153031275	DDB1;TAP2;PIK3CD;TRAF2;FADD
GnRH signaling pathway	3/93	0.06497233529082283	0.3557775745857012	0	0	3.3695726495726497	9.211716516794466	PLCB3;MAPK7;ELK1
Oxytocin signaling pathway	4/153	0.06583105107222381	0.3557775745857012	0	0	2.719573790908462	7.399045559592056	PLCB3;EEF2K;MAPK7;ELK1
Human T-cell leukemia virus 1 infection	5/219	0.06706881763985159	0.3557775745857012	0	0	2.371313737833519	6.407375223921433	STAT5A;TGFB1;TBP;PIK3CD;ELK1
NF-kappa B signaling pathway	3/95	0.06833757811136497	0.3557775745857012	0	0	3.2959866220735785	8.844105977919796	TRAF3;TRAF2;CARD11
Hepatitis C	4/155	0.0683572354468304	0.3557775745857012	0	0	2.683279852529528	7.199260942017054	TRAF3;PIK3CD;TRAF2;FADD
Amoebiasis	3/96	0.07004947064381682	0.3557775745857012	0	0	3.2603804797353186	8.66789614133527	PLCB3;TGFB1;PIK3CD
Phosphatidylinositol signaling system	3/99	0.07530024677639337	0.37263968276522874	0	0	3.1580128205128206	8.167479713124104	PLCB3;INPPL1;PIK3CD
Necroptosis	4/162	0.07758706910107653	0.3743576084126943	0	0	2.563486885031972	6.553181236738205	STAT5A;TRAF2;PGAM5;FADD
Ras signaling pathway	5/232	0.08122510689106917	0.3823523324384475	0	0	2.234027983839675	5.608596243431829	RASSF1;CSF1;PIK3CD;ELK1;RASGRP4
Toll-like receptor signaling pathway	3/104	0.08442489877948275	0.38586287600721864	0	0	3.000913937547601	7.417937890699555	TRAF3;PIK3CD;FADD
Hepatocellular carcinoma	4/168	0.08596944905860311	0.38586287600721864	0	0	2.46894644204174	6.058210142846321	TGFB1;PIK3CD;ELK1;ARID1B
Glycosaminoglycan biosynthesis	2/53	0.09684393045207626	0.42479269493751637	0	0	3.951780712284914	9.226042862678687	B4GALT3;CHPF2
Pyrimidine metabolism	2/57	0.10938479931304602	0.4423131873122815	0	0	3.6636363636363636	8.107199889755803	CTPS1;UCKL1
Endometrial cancer	2/58	0.1125843947162192	0.4423131873122815	0	0	3.5980320699708455	7.85828972612605	PIK3CD;ELK1
Kaposi sarcoma-associated herpesvirus infection	4/186	0.11359376429447819	0.4423131873122815	0	0	2.222725727880367	4.8347100018627325	TRAF3;PIK3CD;TRAF2;FADD
Neurotrophin signaling pathway	3/119	0.1143891763476958	0.4423131873122815	0	0	2.6108753315649866	5.660766261095806	MAPK7;RPS6KA1;PIK3CD
Sphingolipid signaling pathway	3/119	0.1143891763476958	0.4423131873122815	0	0	2.6108753315649866	5.660766261095806	PLCB3;PIK3CD;TRAF2
Herpes simplex virus 1 infection	8/492	0.11653868343972247	0.4423131873122815	0	0	1.6805567638103522	3.6124105658247747	TRAF3;TAP2;ZNF746;ZNF316;PIK3CD;TRAF2;FADD;ZNF554
Calcium signaling pathway	4/188	0.11688068680272723	0.4423131873122815	0	0	2.1983415508740474	4.718963568320985	PLCB3;PHKG2;ORAI1;ADRA1B
