Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Lysosome	15/123	2.8097199486653378E-5	0.0072771746670432244	0	0	3.8679245283018866	40.53523269891537	ARSA;IDUA;GAA;TCIRG1;NAGPA;MCOLN1;AP4M1;GNPTG;CLN3;NAGLU;AP1G2;NPC1;HYAL1;NEU1;ACP5
mTOR signaling pathway	16/152	9.397453882016708E-5	0.009100533615788461	0	0	3.2763337893296853	30.379761407687077	SEC13;FZD7;FZD9;LRP5;TSC2;PIK3R2;SLC3A2;WDR24;FLCN;AKT1S1;RPS6KB2;GRB10;EIF4EBP1;DVL2;ULK1;TELO2
Transcriptional misregulation in cancer	18/186	1.0541158628326403E-4	0.009100533615788461	0	0	2.9875052061640983	27.35849120448928	GADD45B;JUP;ZBTB16;DOT1L;ASPSCR1;TMPRSS2;PLAT;MLLT1;PML;GADD45G;CDK9;RXRB;PER2;BCL6;RARA;BAX;NUPR1;MEN1
Longevity regulating pathway	12/102	2.4566547698754994E-4	0.015906839634943857	0	0	3.700578034682081	30.757501607573477	CREB3L4;ATG101;AKT1S1;RPS6KB2;EIF4EBP1;TSC2;BAX;IRS2;ULK1;PIK3R2;ADCY6;ATF4
Acute myeloid leukemia	9/66	4.8506905726276796E-4	0.02512657716621138	0	0	4.370844377129875	33.35487192894811	PER2;JUP;BAD;ZBTB16;RPS6KB2;RARA;EIF4EBP1;PIK3R2;PML
Autophagy	13/128	5.873898822236986E-4	0.02535566324932299	0	0	3.1378971874410118	23.345395788402303	BAD;DAPK3;TSC2;IRS2;PIK3R2;WIPI2;ZFYVE1;ATG101;AKT1S1;RPS6KB2;ATG4B;ULK1;ATG4D
AMPK signaling pathway	12/120	0.001080964821277001	0.03999569838724904	0	0	3.0809248554913293	21.042412625238736	CRTC2;CREB3L4;FASN;AKT1S1;RPS6KB2;EIF4EBP1;PPP2R5B;TSC2;IRS2;ULK1;PIK3R2;CPT1B
Glycosaminoglycan degradation	4/19	0.003868054783571444	0.11131402099388933	0	0	7.345142857142857	40.802294560088306	NAGLU;IDUA;HYAL1;HYAL2
Pantothenate and CoA biosynthesis	4/19	0.003868054783571444	0.11131402099388933	0	0	7.345142857142857	40.802294560088306	PANK4;PPCDC;COASY;BCAT2
Base excision repair	5/33	0.005582543572604971	0.14458787853046873	0	0	4.9223380339260165	25.53763496279873	PARP3;POLD1;POLD2;XRCC1;NEIL1
Gastric cancer	12/149	0.006501468812429653	0.15308003840175274	0	0	2.4250875490485635	12.212079227549376	RXRB;GADD45B;JUP;FZD7;ERBB2;RPS6KB2;DVL2;FZD9;LRP5;BAX;PIK3R2;GADD45G
