Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Hepatitis C	4/155	6.146088059030013E-5	0.0064533924619815134	0	0	21.87748344370861	212.14835633391428	GSK3B;PPP2CB;PPP2R2A;KRAS
Sphingolipid signaling pathway	3/119	6.035688712622483E-4	0.024870121134816257	0	0	20.540689655172415	152.26095147494505	PPP2CB;PPP2R2A;KRAS
Dopaminergic synapse	3/131	7.980728929994466E-4	0.024870121134816257	0	0	18.60375	132.70632744822578	GSK3B;PPP2CB;PPP2R2A
Human papillomavirus infection	4/330	0.0010897895832128173	0.024870121134816257	0	0	10.0439672801636	68.51764114413267	GSK3B;PPP2CB;PPP2R2A;KRAS
PI3K-Akt signaling pathway	4/354	0.0014119819018217602	0.024870121134816257	0	0	9.343809523809524	61.32118833623864	GSK3B;PPP2CB;PPP2R2A;KRAS
Hippo signaling pathway	3/160	0.0014211497791323576	0.024870121134816257	0	0	15.145222929936306	99.29645897346376	GSK3B;PPP2CB;PPP2R2A
Endometrial cancer	2/58	0.0029764701916058	0.04175911628701496	0	0	27.357142857142858	159.13696999571184	GSK3B;KRAS
Long-term depression	2/60	0.0031816469552011398	0.04175911628701496	0	0	26.411140583554378	151.87346879850782	PPP2CB;KRAS
Prolactin signaling pathway	2/70	0.004303755564153936	0.04645917275670361	0	0	22.5158371040724	122.6722979105978	GSK3B;KRAS
B cell receptor signaling pathway	2/71	0.004424683119686058	0.04645917275670361	0	0	22.18840579710145	120.27350980773082	GSK3B;KRAS
ErbB signaling pathway	2/85	0.006280312461061223	0.05619891596276573	0	0	18.43280815569972	93.46052238220771	GSK3B;KRAS
Colorectal cancer	2/86	0.006424304780695358	0.05619891596276573	0	0	18.21245421245421	91.93040155644884	GSK3B;KRAS
mRNA surveillance pathway	2/91	0.007166740296316096	0.05619891596276573	0	0	17.18496110630942	84.86456833477345	PPP2CB;PPP2R2A
Prostate cancer	2/97	0.00810655696344299	0.05619891596276573	0	0	16.094736842105263	77.4974783570643	GSK3B;KRAS
T cell receptor signaling pathway	2/101	0.008762321765252129	0.05619891596276573	0	0	15.441336441336441	73.15015614953208	GSK3B;KRAS
Melanogenesis	2/101	0.008762321765252129	0.05619891596276573	0	0	15.441336441336441	73.15015614953208	GSK3B;KRAS
Chagas disease (American trypanosomiasis)	2/103	0.009098872108257309	0.05619891596276573	0	0	15.134044173648133	71.12402690353511	PPP2CB;PPP2R2A
Thyroid hormone signaling pathway	2/116	0.011424807891621943	0.06398630678634426	0	0	13.399460188933872	59.92195928698582	GSK3B;KRAS
Neurotrophin signaling pathway	2/119	0.011995044009774972	0.06398630678634426	0	0	13.053911900065746	57.74086872140665	GSK3B;KRAS
AMPK signaling pathway	2/120	0.012187867959303668	0.06398630678634426	0	0	12.942633637548893	57.04225368376499	PPP2CB;PPP2R2A
Autophagy	2/128	0.013779310269630096	0.06889655134815048	0	0	12.115995115995116	51.91203598572126	PPP2CB;KRAS
Taurine and hypotaurine metabolism	1/11	0.015296318080509241	0.07046659271549245	0	0	73.93333333333334	309.05191525436794	CDO1
Insulin signaling pathway	2/137	0.015671712356157393	0.07046659271549245	0	0	11.303133903133903	46.97467104492898	GSK3B;KRAS
Signaling pathways regulating pluripotency of stem cells	2/139	0.01610664976354113	0.07046659271549245	0	0	11.13700168444694	45.97936831217971	GSK3B;KRAS
Adrenergic signaling in cardiomyocytes	2/145	0.01744237257687854	0.07139344004541308	0	0	10.66648735879505	43.18703750217169	PPP2CB;PPP2R2A
Breast cancer	2/147	0.017897816905635102	0.07139344004541308	0	0	10.518302387267905	42.3159355133353	GSK3B;KRAS
Gastric cancer	2/149	0.018358313154534792	0.07139344004541308	0	0	10.374149659863946	41.47245564993958	GSK3B;KRAS
mTOR signaling pathway	2/152	0.01905846496124999	0.07146924360468747	0	0	10.165128205128205	40.25638718242089	GSK3B;KRAS
Hepatocellular carcinoma	2/168	0.02297936252335029	0.08221896698701846	0	0	9.177942539388322	34.62983417603648	GSK3B;KRAS
Tight junction	2/170	0.023491133424862417	0.08221896698701846	0	0	9.067765567765568	34.01438767621528	PPP2CB;PPP2R2A
Steroid biosynthesis	1/19	0.02627898816211653	0.086590346798088	0	0	41.05761316872428	149.40806261137496	SC5D
Axon guidance	2/181	0.0263894390241792	0.086590346798088	0	0	8.505801461108724	30.91681388040892	GSK3B;KRAS
Kaposi sarcoma-associated herpesvirus infection	2/186	0.02775275814260807	0.08830423045375295	0	0	8.27257525083612	29.6523846041776	GSK3B;KRAS
Chemokine signaling pathway	2/190	0.028863655089604458	0.08913775836495495	0	0	8.0949263502455	28.697906924384547	GSK3B;KRAS
Human cytomegalovirus infection	2/225	0.039317672627105116	0.11795301788131535	0	0	6.812349085891687	22.045314641310203	GSK3B;KRAS
Aldosterone-regulated sodium reabsorption	1/37	0.050559849504957594	0.14348065400055532	0	0	20.51028806584362	61.214954602737194	KRAS
Thyroid cancer	1/37	0.050559849504957594	0.14348065400055532	0	0	20.51028806584362	61.214954602737194	KRAS
Bladder cancer	1/41	0.055875758601201204	0.1543935435033191	0	0	18.455555555555556	53.23735047365516	KRAS
Vasopressin-regulated water reabsorption	1/44	0.059843844058514964	0.15948961368857265	0	0	17.165374677002585	48.33798189695846	DYNC1I2
Cysteine and methionine metabolism	1/47	0.06379584547542906	0.15948961368857265	0	0	16.043478260869566	44.15273043509633	CDO1
Ether lipid metabolism	1/47	0.06379584547542906	0.15948961368857265	0	0	16.043478260869566	44.15273043509633	PAFAH1B1
Hedgehog signaling pathway	1/47	0.06379584547542906	0.15948961368857265	0	0	16.043478260869566	44.15273043509633	GSK3B
Mineral absorption	1/51	0.06904026952667622	0.16858670465816286	0	0	14.757037037037037	39.44652405205433	SLC30A1
