Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Protein digestion and absorption	3/90	0.0010212072631588345	0.05003915589478289	0	0	16.710681244743483	115.08261426940581	COL27A1;COL24A1;SLC38A2
Parathyroid hormone synthesis, secretion and action	2/106	0.022778154510876447	0.32648279543217545	0	0	9.08974358974359	34.37698610911173	MEF2A;TRPV5
Vascular smooth muscle contraction	2/132	0.03414369884464314	0.32648279543217545	0	0	7.262271062271062	24.52597642642454	PPP1R12B;PRKG1
Phospholipase D signaling pathway	2/148	0.04202428195301883	0.32648279543217545	0	0	6.461187214611872	20.47878253752502	AGPAT5;KIT
Renin-angiotensin system	1/23	0.04942042767551008	0.32648279543217545	0	0	21.071881606765327	63.37139604360823	NLN
cGMP-PKG signaling pathway	2/166	0.051618322485528084	0.32648279543217545	0	0	5.746806039488966	17.032835338764485	MEF2A;PRKG1
Circadian rhythm	1/31	0.06604419119464339	0.32648279543217545	0	0	15.446511627906977	41.97483258957492	BHLHE41
Focal adhesion	2/199	0.07098609922578263	0.32648279543217545	0	0	4.776166304085086	12.634255202423976	ITGB6;PPP1R12B
Regulation of actin cytoskeleton	2/214	0.08046227606578854	0.32648279543217545	0	0	4.434860736747529	11.175701928747051	ITGB6;PPP1R12B
Endocrine and other factor-regulated calcium reabsorption	1/48	0.1004319028156185	0.32648279543217545	0	0	9.851063829787234	22.640457319741365	TRPV5
Regulation of lipolysis in adipocytes	1/55	0.11422908246497561	0.32648279543217545	0	0	8.571059431524548	18.59533643232434	PRKG1
Long-term depression	1/60	0.12395737394092808	0.32648279543217545	0	0	7.842727631060307	16.374184239115326	PRKG1
Glycerolipid metabolism	1/61	0.12589046401052445	0.32648279543217545	0	0	7.711627906976744	15.98113875454443	AGPAT5
Central carbon metabolism in cancer	1/65	0.13358122360181068	0.32648279543217545	0	0	7.228197674418604	14.550691305108908	KIT
Acute myeloid leukemia	1/66	0.13549355710792044	0.32648279543217545	0	0	7.116636851520572	14.224955698267507	KIT
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	1/72	0.14688123435179737	0.32648279543217545	0	0	6.51326564035375	12.493296399483073	ITGB6
Complement and coagulation cascades	1/79	0.15998165323682012	0.32648279543217545	0	0	5.926654740608229	10.861757251959817	F2RL2
ECM-receptor interaction	1/82	0.1655357456565978	0.32648279543217545	0	0	5.706287683031869	10.263147119643094	ITGB6
Hypertrophic cardiomyopathy (HCM)	1/85	0.17105394436746366	0.32648279543217545	0	0	5.501661129568106	9.714702877734393	ITGB6
Gap junction	1/88	0.17653647601365477	0.32648279543217545	0	0	5.311146752205293	9.210738140386223	PRKG1
GABAergic synapse	1/89	0.1783560995279207	0.32648279543217545	0	0	5.250528541226216	9.051770322881529	SLC38A2
Salivary secretion	1/90	0.18017179334329875	0.32648279543217545	0	0	5.191272537235433	8.89703376024248	PRKG1
mRNA surveillance pathway	1/91	0.1819835657775782	0.32648279543217545	0	0	5.133333333333334	8.74637298872691	CSTF1
Dilated cardiomyopathy (DCM)	1/91	0.1819835657775782	0.32648279543217545	0	0	5.133333333333334	8.74637298872691	ITGB6
