Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Circadian rhythm	2/31	7.383210151112932E-4	0.04799086598223406	0	0	57.3132183908046	413.29317445587276	PER3;NR1D1
Circadian entrainment	2/97	0.007013879876246297	0.22795109597800464	0	0	17.437719298245614	86.48872061332686	PER3;CACNA1D
Gastric cancer	2/149	0.01593784625460485	0.23694981951467614	0	0	11.239795918367347	46.52217542518554	SHC4;CCNE1
Cushing syndrome	2/155	0.017169940033027704	0.23694981951467614	0	0	10.795751633986928	43.88035915585627	CCNE1;CACNA1D
Cellular senescence	2/160	0.018226909193436627	0.23694981951467614	0	0	10.451476793248945	41.856662154377375	CCNE1;CACNA1D
Starch and sucrose metabolism	1/36	0.04578976337343589	0.25025192353701464	0	0	22.78742857142857	70.2694731674912	GYG1
Carbohydrate digestion and absorption	1/44	0.05568795027574513	0.25025192353701464	0	0	18.54046511627907	53.54470543982107	CACNA1D
MicroRNAs in cancer	2/299	0.057212891165168846	0.25025192353701464	0	0	5.521043771043771	15.795573922486396	SHC4;CCNE1
Type II diabetes mellitus	1/46	0.05814702809836536	0.25025192353701464	0	0	17.714666666666666	50.394338453793885	CACNA1D
Cortisol synthesis and secretion	1/65	0.08120322601223476	0.25025192353701464	0	0	12.44375	31.243771275296563	CACNA1D
Amphetamine addiction	1/68	0.08479370378776746	0.25025192353701464	0	0	11.884776119402986	29.326088999262875	CACNA1D
Renin secretion	1/69	0.0859875288365276	0.25025192353701464	0	0	11.709411764705882	28.729662442835576	CACNA1D
Prolactin signaling pathway	1/70	0.08717985645161683	0.25025192353701464	0	0	11.539130434782608	28.152962485204668	SHC4
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	1/72	0.08956002659775081	0.25025192353701464	0	0	11.212957746478873	27.05514238024048	CACNA1D
p53 signaling pathway	1/72	0.08956002659775081	0.25025192353701464	0	0	11.212957746478873	27.05514238024048	CCNE1
Bacterial invasion of epithelial cells	1/74	0.09193422863113675	0.25025192353701464	0	0	10.904657534246576	26.025948367758343	SHC4
Glioma	1/75	0.0931190960947256	0.25025192353701464	0	0	10.756756756756756	25.53520672349185	SHC4
Chronic myeloid leukemia	1/76	0.09430247690616043	0.25025192353701464	0	0	10.6128	25.05945090071607	SHC4
Cardiac muscle contraction	1/78	0.09666478576870684	0.25025192353701464	0	0	10.336103896103896	24.150369828536576	CACNA1D
Hypertrophic cardiomyopathy (HCM)	1/85	0.10488630001430685	0.25025192353701464	0	0	9.471428571428572	21.35691944281389	CACNA1D
ErbB signaling pathway	1/85	0.10488630001430685	0.25025192353701464	0	0	9.471428571428572	21.35691944281389	SHC4
Insulin secretion	1/86	0.10605491252536185	0.25025192353701464	0	0	9.359529411764706	21.000895961244385	CACNA1D
GABAergic synapse	1/89	0.1095519547385849	0.25025192353701464	0	0	9.039090909090909	19.988651258599795	CACNA1D
Dilated cardiomyopathy (DCM)	1/91	0.11187600445607333	0.25025192353701464	0	0	8.837333333333333	19.356977885596702	CACNA1D
GnRH signaling pathway	1/93	0.11419422117274042	0.25025192353701464	0	0	8.644347826086957	18.756977771089673	CACNA1D
Small cell lung cancer	1/93	0.11419422117274042	0.25025192353701464	0	0	8.644347826086957	18.756977771089673	CCNE1
Prostate cancer	1/97	0.11881321187675954	0.25025192353701464	0	0	8.2825	17.64340359069681	CCNE1
Aldosterone synthesis and secretion	1/98	0.11996433586492446	0.25025192353701464	0	0	8.196701030927835	17.38160274385576	CACNA1D
Cholinergic synapse	1/112	0.13592903418405253	0.25025192353701464	0	0	7.157837837837838	14.284341073134291	CACNA1D
Serotonergic synapse	1/113	0.13705865061663106	0.25025192353701464	0	0	7.093571428571429	14.097383202443446	CACNA1D
Glutamatergic synapse	1/114	0.13818684699637238	0.25025192353701464	0	0	7.0304424778761065	13.914290006879398	CACNA1D
Neurotrophin signaling pathway	1/119	0.1438065882864303	0.25025192353701464	0	0	6.730847457627118	13.053038371424424	SHC4
Cell cycle	1/124	0.14939108485111266	0.25025192353701464	0	0	6.455609756097561	12.273325742164896	CCNE1
Oocyte meiosis	1/125	0.15050377348511126	0.25025192353701464	0	0	6.403225806451613	12.126218507747616	CCNE1
Relaxin signaling pathway	1/130	0.15604625642911038	0.25025192353701464	0	0	6.153488372093023	11.430737230465454	SHC4
Natural killer cell mediated cytotoxicity	1/131	0.15715057276342775	0.25025192353701464	0	0	6.105846153846154	11.29917891851374	SHC4
