Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	3/25	3.142784437266509E-4	0.03488490725365825	0	0	26.054632867132867	210.13663794461192	PIGC;PIGY;PIGX
Ubiquitin mediated proteolysis	5/137	8.517538379079429E-4	0.04727233800389083	0	0	7.338458110516934	51.86978498386728	ANAPC7;FBXO4;UBE2E1;UBA2;TRIM37
Cell cycle	3/124	0.0289652205979106	0.6248786067996294	0	0	4.7136045772409405	16.69398223436117	SMAD2;HDAC2;ANAPC7
Human T-cell leukemia virus 1 infection	4/219	0.03012492064573973	0.6248786067996294	0	0	3.554391510498984	12.448909788205055	SMAD2;ANAPC7;TBPL1;CD3G
Ubiquinone and other terpenoid-quinone biosynthesis	1/11	0.05731445654280469	0.6248786067996294	0	0	18.75754716981132	53.63162372466097	NQO1
Hepatocellular carcinoma	3/168	0.061406301998806326	0.6248786067996294	0	0	3.448951048951049	9.623410868719326	SMAD2;NQO1;TXNRD1
Huntington disease	3/193	0.08499389220371242	0.6248786067996294	0	0	2.9913461538461537	7.374194391680911	HDAC2;TBPL1;NDUFS1
Selenocompound metabolism	1/17	0.08719264777091836	0.6248786067996294	0	0	11.71992924528302	28.59235270387481	TXNRD1
Epstein-Barr virus infection	3/201	0.09325012919362469	0.6248786067996294	0	0	2.8693181818181817	6.807370833394316	HDAC2;PSMC6;CD3G
T cell receptor signaling pathway	2/101	0.10191557552312272	0.6248786067996294	0	0	3.8083694083694084	8.696832366443033	CD3G;ICOS
Chagas disease (American trypanosomiasis)	2/103	0.10530242615900477	0.6248786067996294	0	0	3.7325789721829326	8.40173225435839	SMAD2;CD3G
Terpenoid backbone biosynthesis	1/22	0.11137305541261804	0.6248786067996294	0	0	8.92722371967655	19.594094214759313	PDSS1
Th17 cell differentiation	2/107	0.11216625711604682	0.6248786067996294	0	0	3.5896598639455783	7.853361180228015	SMAD2;CD3G
Proximal tubule bicarbonate reclamation	1/23	0.11613243727518748	0.6248786067996294	0	0	8.521012006861064	18.345943682881707	ATP1B3
Thyroid hormone signaling pathway	2/116	0.12801290706675905	0.6248786067996294	0	0	3.3047619047619046	6.793348492756477	HDAC2;ATP1B3
Sphingolipid signaling pathway	2/119	0.13340767117642494	0.6248786067996294	0	0	3.2195360195360196	6.485258350482644	FCER1A;DEGS1
Phototransduction	1/28	0.13955318655095014	0.6248786067996294	0	0	6.941299790356394	13.669567513890305	GNAT2
Oocyte meiosis	2/125	0.14434761250821174	0.6248786067996294	0	0	3.061556329849013	5.925736917130706	ANAPC7;FBXO43
Asthma	1/31	0.1533094245816639	0.6248786067996294	0	0	6.246226415094339	11.713529763522214	FCER1A
Mucin type O-glycan biosynthesis	1/31	0.1533094245816639	0.6248786067996294	0	0	6.246226415094339	11.713529763522214	GCNT1
Aldosterone-regulated sodium reabsorption	1/37	0.18017161336794374	0.6248786067996294	0	0	5.203616352201258	8.918194337277319	ATP1B3
Primary immunodeficiency	1/37	0.18017161336794374	0.6248786067996294	0	0	5.203616352201258	8.918194337277319	ICOS
Cell adhesion molecules (CAMs)	2/145	0.18200044431923001	0.6248786067996294	0	0	2.630702630702631	4.482049480416777	CD274;ICOS
Pyruvate metabolism	1/39	0.18893668942205585	0.6248786067996294	0	0	4.929245283018868	8.21381483486549	GLO1
Ferroptosis	1/40	0.1932843498162648	0.6248786067996294	0	0	4.802612481857765	7.8935395808347755	SLC39A8
Carbohydrate digestion and absorption	1/44	0.2104453154980022	0.6248786067996294	0	0	4.354980254497587	6.787364952351219	ATP1B3
Fatty acid degradation	1/44	0.2104453154980022	0.6248786067996294	0	0	4.354980254497587	6.787364952351219	ACADSB
Basal transcription factors	1/45	0.21467874050805194	0.6248786067996294	0	0	4.2557890222984565	6.548010606372095	TBPL1
Glycosphingolipid biosynthesis	1/45	0.21467874050805194	0.6248786067996294	0	0	4.2557890222984565	6.548010606372095	B4GALT4
Proteasome	1/45	0.21467874050805194	0.6248786067996294	0	0	4.2557890222984565	6.548010606372095	PSMC6
RNA transport	2/165	0.2209069041560184	0.6248786067996294	0	0	2.3055799006719253	3.481457730722846	RPP40;ELAC1
Sphingolipid metabolism	1/47	0.22307824566113962	0.6248786067996294	0	0	4.070344544708778	6.106463952295652	DEGS1
Valine, leucine and isoleucine degradation	1/48	0.22724456185308858	0.6248786067996294	0	0	3.9835407466880772	5.902525761467878	ACADSB
Endocrine and other factor-regulated calcium reabsorption	1/48	0.22724456185308858	0.6248786067996294	0	0	3.9835407466880772	5.902525761467878	ATP1B3
Intestinal immune network for IgA production	1/48	0.22724456185308858	0.6248786067996294	0	0	3.9835407466880772	5.902525761467878	ICOS
Notch signaling pathway	1/48	0.22724456185308858	0.6248786067996294	0	0	3.9835407466880772	5.902525761467878	HDAC2
Mineral absorption	1/51	0.23961116834121243	0.6248786067996294	0	0	3.7439622641509436	5.349140413750351	ATP1B3
Glycosaminoglycan biosynthesis	1/53	0.24774644488655426	0.6248786067996294	0	0	3.599600870827286	5.02270111503684	B4GALT4
Pathogenic Escherichia coli infection	1/55	0.25579548815366226	0.6248786067996294	0	0	3.4659329140461215	4.7253733161975715	NCL
Kaposi sarcoma-associated herpesvirus infection	2/186	0.26241175255099186	0.6248786067996294	0	0	2.0402691511387165	2.729554567105502	CD200R1;CD200R1L
Cytosolic DNA-sensing pathway	1/63	0.2871472983696236	0.6248786067996294	0	0	3.017498478393183	3.765113781137636	IL33
Viral carcinogenesis	2/201	0.2921358123993142	0.6248786067996294	0	0	1.885044268963867	2.3196157278533414	HDAC2;TBPL1
Inflammatory bowel disease (IBD)	1/65	0.294778571215425	0.6248786067996294	0	0	2.9229068396226414	3.570420760929819	SMAD2
Aminoacyl-tRNA biosynthesis	1/66	0.2985638020189045	0.6248786067996294	0	0	2.8777939042089984	3.4785956194223524	QRSL1
Fc epsilon RI signaling pathway	1/68	0.30607398511807654	0.6248786067996294	0	0	2.7916079977471133	3.305064059494782	FCER1A
Pathways in cancer	4/530	0.3153426528018176	0.6248786067996294	0	0	1.4298792867953782	1.650217171354692	SMAD2;NQO1;HDAC2;TXNRD1
